x,y,z,pnt,edge
0.541562848782547,0.382523681344662,-1.1153002593032,5,0
-0.134025505844862,-0.798413612046946,-1.013946286969219,5,0
1.062948351251081,-0.640546863885824,-0.378613318557249,5,0
-1.125638840814711,-0.63892961257755,-0.0906662398183924,5,0
1.125627504512287,0.638949912514379,0.0906753239084161,5,0
-0.0325113963313560,1.27186119835715,-0.254614153922328,5,0
0.81105687592963,-0.383535202618698,0.937334965036171,5,0
0.032528271062909,-1.27185645358097,0.254631622630201,5,0
-0.54155000716213,-0.382490861123662,1.115316937118822,5,0
-0.811045445716571,0.383571902998208,-0.93732886915780,5,0
0.134038370890223,0.798429962990600,1.013932733955127,5,0
-1.062927126706700,0.640578235147390,0.378622244112338,5,0
