x,y,z,pnt,edge
0.833173613511611,0.588497971299480,-1.7158465527742,5,0
-0.206193085915173,-1.228328633918378,-1.559917364568029,5,0
1.635305155770895,-0.985456713670498,-0.582482028549615,5,0
-1.731752062791863,-0.98296863473469,-0.1394865227975270,5,0
1.731734622326596,0.982999865406736,0.1395004983206400,5,0
-0.0500175328174707,1.95670953593407,-0.391714082957427,5,0
1.24777980912251,-0.590054157874920,1.442053792363340,5,0
0.050043493942936,-1.95670223627842,0.391740957892616,5,0
-0.83315385717251,-0.588447478651787,1.715872210952035,5,0
-1.247762224179340,0.590110619997244,-1.44204441408893,5,0
0.206212878292651,1.228353789216307,1.559896513777118,5,0
-1.635272502625693,0.985504977149831,0.582495760172827,5,0
