x,y,z,pnt,edge
0.458245487431386,0.323673884214714,-0.9437156040258,5,0
-0.113406197253345,-0.675580748655108,-0.857954550512416,5,0
0.899417835673992,-0.542001192518774,-0.320365115702288,5,0
-0.952463634535525,-0.54063274910408,-0.0767175875386397,5,0
0.952454042279628,0.540649925973705,0.0767252740763521,5,0
-0.0275096430496089,1.07619024476374,-0.215442745626585,5,0
0.68627889501738,-0.324529786831206,0.793129585799837,5,0
0.027523921668615,-1.07618622995313,0.215457526840939,5,0
-0.45823462144488,-0.323646113258483,0.943729716023619,5,0
-0.686269223298637,0.324560840998484,-0.79312442774891,5,0
0.113417083060958,0.675594584068969,0.857943082577415,5,0
-0.899399876444131,0.542027737432407,0.320372668095055,5,0
