x,y,z,pnt,edge
0.499904168106967,0.353098782779688,-1.0295079316645,5,0
-0.123715851549104,-0.736997180351027,-0.935950418740817,5,0
0.981183093462537,-0.591274028202299,-0.349489217129769,5,0
-1.039051237675118,-0.58978118084081,-0.0836919136785160,5,0
1.039040773395958,0.589799919244042,0.0837002989923841,5,0
-0.0300105196904824,1.17402572156044,-0.235028449774456,5,0
0.74866788547351,-0.354032494724952,0.865232275418004,5,0
0.030026096365762,-1.17402134176705,0.235044574735570,5,0
-0.49989231430351,-0.353068487191072,1.029523326571221,5,0
-0.748657334507604,0.354066371998346,-0.86522664845336,5,0
0.123727726975591,0.737012273529784,0.935937908266271,5,0
-0.981163501575416,0.591302986289898,0.349497456103696,5,0
